tracking_id	female_flower_early_0	female_flower_early_3	female_flower_early_1	female_flower_early_2	female_flower_late_1	female_flower_late_0
Zosma83g00320	944.446	1037.06	1054.04	977.981	1079.62	985.568
Zosma83g00330	185.079	265.854	168.165	205.993	157.55	287.402
Zosma83g00340	232.029	150.494	243.079	196.246	202.565	158.704
Zosma83g00380	5.44349	31.0358	16.2402	30.5416	16.6989	0.666826
Zosma83g00390	25.8566	58.5581	13.6208	29.8918	15.2468	13.3365
Zosma83g00410	1235.67	1000.76	1418.14	1348.38	1188.52	996.904
Zosma83g00420	951.93	1386.66	1161.44	1158.63	1488.38	1174.95
Zosma83g00430	474.264	439.186	509.209	432.131	430.541	517.457
Zosma83g00440	710.376	884.814	700.425	966.934	850.917	921.553
Zosma83g00450	17.6913	155.765	56.5788	5.84839	143.03	76.0181
Zosma83g00460	102.746	103.062	115.777	126.065	77.6861	101.357
Zosma83g00470	261.288	159.278	261.939	247.582	174.975	154.704
Zosma83g00490	78.9306	118.287	97.9652	85.7764	104.549	115.361
Zosma83g00510	198.687	256.485	223.696	248.232	219.99	237.39
Zosma83g00520	272.855	206.71	319.042	367.149	92.2068	174.708
Zosma83g00560	1124.08	597.879	1100.14	1023.47	482.815	666.159
Zosma83g00570	0	22.8377	0	34.4405	0	0
Zosma83g00590	909.743	484.276	757.003	501.012	668.681	564.134
Zosma83g00610	681.117	792.877	625.51	651.771	869.068	832.865
Zosma84g00010	696.767	1865.66	381.383	51.9857	1407.06	2675.3
Zosma84g00020	879.804	594.951	770.624	657.619	795.012	648.821
Zosma84g00030	28.5783	38.6484	27.7655	57.1843	58.083	39.3427
Zosma84g00040	8.16524	62.0716	8.38205	5.19857	31.2196	32.0076
Zosma84g00060	2.04131	21.6665	5.76266	0	10.8906	30.0071
Zosma84g00070	212.977	217.836	229.982	230.037	156.824	230.055
Zosma84g00080	131.324	108.333	142.495	145.56	138.673	123.363
Zosma84g00090	38.1044	75.54	56.0549	59.1337	97.2891	50.6787
Zosma84g00110	50.3523	7.61256	34.0521	132.564	1.45208	18.0043
Zosma84g00140	667.508	527.023	708.283	636.175	559.049	530.126
Zosma84g00150	1879.37	1362.06	1884.91	1348.38	1027.34	2299.21
Zosma84g00170	331.372	384.727	293.895	307.366	317.279	377.423
Zosma84g00180	583.814	575.041	622.891	655.02	682.476	776.185
Zosma84g00190	76.8893	134.098	97.4413	124.116	153.194	118.695
Zosma84g00200	1505.81	366.574	1554.35	2182.75	1113.02	299.405
Zosma84g00240	190.522	183.287	180.214	206.643	130.687	188.045
Zosma84g00260	272.175	364.817	243.603	218.34	477.733	232.055
Zosma84g00280	315.722	349.007	373.001	398.341	333.978	362.753
Zosma84g00290	1161.5	846.165	1098.05	987.079	782.669	844.868
Zosma84g00300	781.141	804.589	771.148	735.598	1205.95	765.516
Zosma84g00310	464.738	473.735	470.442	491.915	341.964	441.438
Zosma84g00330	287.144	373.601	237.317	180.65	278.073	336.08
Zosma84g00340	193.244	219.593	203.265	226.788	227.976	208.716
Zosma84g00380	132.005	143.467	181.262	155.957	206.921	96.0229
Zosma84g00390	403.499	584.41	437.438	371.698	824.779	551.465
Zosma84g00400	340.218	268.196	327.424	271.625	369.553	307.407
Zosma84g00410	122.479	117.116	129.398	138.412	75.508	114.694
Zosma84g00420	176.233	208.467	229.982	94.2241	191.674	262.062
Zosma84g00430	30.6196	88.4228	29.3372	29.8918	30.4936	109.359
Zosma84g00440	172.15	230.134	177.595	181.3	151.742	219.386
Zosma84g00450	130.644	57.9726	132.017	504.261	125.605	100.024
Zosma84g00460	276.257	166.305	283.942	198.196	156.098	165.373
Zosma84g00470	63.961	42.7474	77.5339	70.1807	38.48	45.3441
Zosma84g00480	1179.88	1564.09	1260.45	974.082	1627.05	1645.06
Zosma84g00490	105.468	142.296	8.38205	14.9459	18.151	62.0148
Zosma84g00500	2797.95	285.764	609.27	429.532	349.95	155.37
Zosma84g00520	511.008	1550.03	466.251	706.356	1735.23	1405.67
Zosma84g00530	287.825	410.493	212.171	256.03	227.25	500.786
Zosma84g00560	176.233	211.98	171.308	205.344	221.442	208.716
Zosma84g00580	54.4349	101.891	60.246	79.928	106.728	74.6845
Zosma84g00650	4.08262	6.4414	4.7149	7.79786	45.7404	12.6697
Zosma85g00010	249.04	227.791	391.337	279.423	368.827	232.722
Zosma85g00020	66.6828	12.8828	44.5296	14.2961	21.7811	15.337
Zosma85g00040	1228.19	2085.26	1916.35	1512.78	3097.28	1819.77
Zosma85g00050	60.5588	64.414	107.395	74.0796	148.838	74.6845
Zosma85g00060	65.3219	45.0898	128.35	61.733	82.7683	42.01
Zosma85g00100	2205.29	1514.31	2436.03	1762.97	2351.64	1374.99
Zosma85g00110	87.7763	109.504	97.4413	83.827	140.851	115.361
Zosma85g00120	249.72	199.683	253.557	227.437	260.648	219.386
Zosma85g00140	1420.75	1592.78	1786.42	1917.62	1474.58	1310.31
Zosma85g00150	248.359	141.711	251.985	228.087	126.331	134.032
Zosma85g00160	106.148	60.3149	102.68	87.0761	48.6446	66.0157
Zosma85g00170	37.424	49.1888	46.1013	54.585	18.151	42.01
Zosma85g00190	79.611	40.9907	33.0043	30.5416	28.3155	32.6745
Zosma85g00200	96.622	120.63	113.681	112.419	90.7548	110.026
Zosma85g00210	129.283	147.567	147.21	111.769	140.125	140.7
Zosma85g00230	19.7327	38.6484	23.5745	24.6932	53.7268	46.011
Zosma85g00240	447.047	864.904	554.263	1182.67	1395.45	955.561
Zosma85g00250	788.626	979.678	932.503	856.465	770.326	887.545
Zosma85g00260	1030.18	965.038	943.504	1226.21	1277.83	895.547
Zosma85g00270	563.401	507.114	600.364	562.745	550.337	512.789
Zosma85g00280	617.156	555.717	424.865	1118.34	659.969	474.113
Zosma85g00310	131.324	70.8554	33.0043	16.2455	53.7268	73.3508
Zosma85g00320	330.012	468.465	376.144	589.388	923.52	690.831
Zosma85g00330	417.107	467.88	448.963	536.103	651.982	500.119
Zosma85g00340	21.0935	49.1888	20.9551	33.7907	65.3434	49.3451
Zosma85g00350	71.4458	110.675	53.9594	59.1337	166.989	120.029
Zosma85g00380	19.0522	12.2972	7.33429	170.253	24.6853	31.3408
Zosma85g00390	1066.24	111.26	960.268	2761.09	156.824	219.386
Zosma85g00400	404.179	391.754	427.484	411.337	390.608	437.438
Zosma85g00410	36.0631	50.9456	40.3386	57.8341	23.2332	32.6745
Zosma85g00440	123.839	93.693	140.923	122.166	113.262	79.3522
Zosma85g00510	125.881	192.071	146.686	176.102	184.414	231.388
Zosma85g00520	1346.58	1386.07	1518.72	1510.18	1314.13	1402.33
Zosma85g00530	455.892	477.834	531.212	415.886	294.045	388.759
Zosma85g00540	157.181	154.008	174.451	141.011	124.153	137.366
Zosma85g00550	1141.77	818.643	1254.69	1099.5	848.739	779.519
Zosma85g00560	93.9002	101.891	88.0115	92.2746	130.687	92.0219
Zosma85g00580	1028.14	1038.24	951.886	1174.88	1223.37	934.223
Zosma85g00610	1056.72	1084.5	1121.1	856.465	1314.13	993.57
Zosma85g00630	694.725	522.924	700.949	499.063	522.747	577.471
Zosma85g00640	83.0132	39.234	42.4341	48.0868	28.3155	35.3418
Zosma85g00650	62.6001	61.4861	52.9117	64.3323	87.1246	82.6864
Zosma85g00660	40.1457	90.7651	39.2908	69.5309	59.5351	80.6859
Zosma85g00680	1090.74	476.078	855.493	818.125	456.678	682.163
Zosma85g00720	232.029	405.808	277.131	270.326	206.921	342.081
Zosma85g00740	132.005	138.197	139.875	134.513	214.907	166.706
Zosma85g00750	60.5588	81.9814	53.9594	29.242	89.3027	111.36
Zosma85g00760	293.948	335.538	211.647	159.206	208.373	296.071
Zosma85g00770	41.5066	64.414	45.5774	43.538	67.5215	51.3456
Zosma85g00780	1436.4	1109.68	1415.52	1187.87	1027.34	1253.63
Zosma85g00790	207.533	219.593	161.354	186.499	231.606	276.733
Zosma85g00800	83.0132	100.72	64.9609	92.2746	80.5902	112.027
Zosma85g00810	46.9501	74.3688	47.6729	16.8954	66.7955	77.3518
Zosma85g00820	486.512	363.646	414.387	437.98	463.212	361.419
Zosma85g00830	460.655	424.547	339.473	564.045	709.339	477.447
Zosma85g00840	104.107	84.9093	85.916	69.5309	135.043	118.028
Zosma85g00850	174.872	309.773	228.411	454.225	470.473	263.396
Zosma85g00870	100.705	116.531	108.443	79.2782	95.837	114.027
Zosma85g00880	390.57	233.647	390.289	586.789	359.389	401.429
Zosma85g00890	727.386	64.9995	721.38	116.968	121.248	199.381
Zosma85g00910	473.584	613.689	544.833	588.738	813.163	715.504
Zosma85g00920	211.616	134.098	278.703	280.073	209.099	104.025
Zosma85g00930	322.527	430.402	357.809	417.835	365.923	388.092
Zosma85g00940	1716.74	1360.89	1802.66	1551.12	1602.37	1309.65
Zosma85g00980	232.029	148.738	232.602	197.546	222.168	181.377
Zosma85g00990	557.277	532.879	580.457	680.363	675.941	610.145
Zosma85g01000	473.584	494.231	511.305	408.738	626.571	375.423
Zosma85g01010	716.499	891.841	731.857	803.179	713.695	904.215
Zosma85g01020	138.809	363.061	138.828	140.361	447.239	294.737
Zosma85g01030	781.141	500.087	824.584	859.714	477.007	328.078
Zosma85g01050	1392.17	567.428	1389.32	1477.69	862.533	736.842
Zosma85g01060	249.72	203.782	257.224	410.037	280.251	255.394
Zosma85g01070	560.68	460.853	575.742	482.167	381.17	511.455
Zosma85g01080	98.6633	158.693	202.741	572.493	194.578	134.032
Zosma85g01090	27.8979	55.0447	32.4804	37.6896	60.2612	50.6787
Zosma85g01100	189.161	170.404	178.118	187.798	112.536	194.713
Zosma85g01110	142.892	214.323	167.641	176.102	220.716	218.052
Zosma85g01130	415.747	378.871	386.098	280.723	405.129	309.407
Zosma85g01150	2139.29	2848.85	2834.18	2356.25	3484.26	2731.32
Zosma85g01160	281.701	154.594	295.467	205.993	238.14	213.384
Zosma85g01170	170.109	21.0809	289.181	118.267	91.4808	10.0024
Zosma85g01180	596.743	519.411	700.425	736.897	585.187	480.114
Zosma85g01190	715.139	476.663	820.917	497.763	553.241	651.489
Zosma85g01200	8759.26	3034.48	9682.31	7639.3	6116.87	3786.24
Zosma85g01210	3901.62	996.074	2408.27	5605.36	1108.66	1661.73
Zosma85g01220	123.159	105.405	135.16	106.571	122.7	251.393
Zosma85g01230	399.416	359.547	457.869	727.8	326.717	392.76
Zosma85g01240	293.268	480.762	269.797	379.496	756.532	542.796
Zosma85g01250	956.693	1021.25	1068.71	1108.6	808.08	1233.63
Zosma85g01260	972.343	816.886	880.639	849.317	1070.91	1225.63
Zosma85g01280	493.997	527.023	538.546	549.099	320.909	495.451
Zosma860g00010	0	437.429	0.523878	0	331.799	20.0048
Zosma860g00020	0	50.9456	0	0	40.6581	6.00143
Zosma86g00010	104.107	702.112	51.34	56.5345	702.079	861.539
Zosma86g00030	6.12393	51.5312	3.66714	4.54875	18.877	36.0086
Zosma86g00040	244.957	248.287	186.501	313.864	182.236	217.385
Zosma86g00060	30.6196	43.9186	36.1476	61.733	55.9049	71.3503
Zosma86g00070	1100.27	1047.61	1328.03	1098.85	832.766	891.546
Zosma86g00080	131.324	16.9819	34.5759	113.069	18.877	51.3456
Zosma86g00090	229.307	236.575	233.126	246.282	204.017	240.057
Zosma86g00100	161.263	237.16	177.595	213.141	310.744	232.722
Zosma86g00110	57.1566	79.0535	83.8205	161.156	76.234	66.0157
Zosma86g00120	49.6719	89.594	49.7684	78.6284	93.6589	88.6878
Zosma86g00130	545.029	491.303	652.228	918.198	582.283	439.438
Zosma86g00150	262.648	515.897	264.034	339.207	339.786	384.091
Zosma86g00160	185.759	196.755	210.075	197.546	222.168	203.382
Zosma86g00190	799.513	308.601	52.9117	105.921	53.0008	92.0219
Zosma86g00200	189.842	171.575	226.839	219.64	189.496	151.369
Zosma86g00210	192.563	236.575	174.975	209.892	278.799	285.401
Zosma86g00220	379.003	132.927	929.359	1676.54	584.461	98.6902
Zosma86g00230	166.707	219.593	187.548	247.582	337.608	249.393
Zosma86g00250	707.654	848.508	799.438	849.966	874.876	876.209
Zosma86g00260	630.764	308.601	1064.52	1884.48	1375.12	533.46
Zosma86g00270	63.2806	146.981	76.4862	77.3287	230.88	162.705
Zosma86g00290	70.7654	111.846	63.3892	85.7764	99.4672	107.359
Zosma86g00300	3604.27	4753.16	3708.53	3802.75	6259.17	4857.82
Zosma86g00340	140.85	59.7293	92.7264	109.82	55.9049	71.3503
Zosma86g00350	386.488	637.698	337.377	147.509	371.731	708.169
Zosma86g00360	152.418	282.25	188.072	252.131	260.648	239.39
Zosma86g00370	154.459	154.008	150.353	183.25	185.866	188.045
Zosma86g00380	166.707	167.476	152.448	165.704	202.565	296.071
Zosma86g00390	538.906	427.474	622.891	676.464	381.17	375.423
Zosma86g00420	453.851	354.277	481.968	496.464	343.416	336.08
Zosma86g00430	1048.55	594.951	1219.06	1285.35	882.136	734.842
Zosma86g00440	100.705	282.25	144.59	322.311	246.853	116.028
Zosma86g00450	478.347	587.338	569.455	726.5	715.874	560.133
Zosma86g00470	179.635	75.54	184.405	163.755	134.317	69.3499
Zosma86g00480	322.527	240.088	299.658	332.059	254.113	306.073
Zosma86g00500	25.8566	46.2609	19.3835	44.1879	59.5351	34.6749
Zosma86g00510	305.516	436.258	335.282	393.792	586.639	406.764
Zosma86g00520	350.425	487.204	327.424	444.478	570.666	452.775
Zosma86g00540	97.9828	155.179	96.9174	122.166	152.468	124.696
Zosma86g00550	8255.05	9314.26	7620.33	8575.69	11076.4	9264.87
Zosma86g00560	118.396	122.387	137.78	135.163	101.645	87.3541
Zosma86g00580	770.934	963.282	790.008	891.555	898.109	1289.64
Zosma86g00590	9667.64	5968.83	11070.6	10586.2	9765.94	5201.24
Zosma86g00600	192.563	118.287	222.648	150.109	111.81	107.359
Zosma87g00020	3556.64	1858.64	3516.79	2450.48	2427.15	2329.89
Zosma87g00030	295.309	305.674	353.618	287.871	255.565	316.742
Zosma87g00040	176.233	227.206	182.309	244.333	241.771	197.38
Zosma87g00050	56.4762	44.5042	31.9565	42.8882	68.9736	44.0105
Zosma87g00060	302.794	303.331	341.568	296.968	302.758	330.079
Zosma87g00070	160.583	305.674	170.26	198.196	358.663	265.397
Zosma87g00080	319.125	264.097	315.374	460.723	288.963	310.074
Zosma87g00090	284.422	258.827	624.986	382.745	897.383	398.762
Zosma87g00110	794.75	528.194	713.522	524.406	507.501	479.448
Zosma87g00130	1166.95	639.455	1433.85	2885.86	612.776	627.483
Zosma87g00140	263.329	183.873	145.638	133.213	153.194	249.393
Zosma87g00150	730.108	323.241	660.086	435.38	553.967	376.09
Zosma87g00160	55.7958	144.639	17.8118	11.6968	251.935	163.372
Zosma87g00170	1166.27	1101.48	1108.53	1028.67	887.945	1113.6
Zosma87g00180	143.572	165.72	112.11	102.672	93.6589	189.378
Zosma87g00190	493.997	358.376	347.331	27.2925	674.489	602.81
Zosma87g00210	2071.93	4619.65	1802.66	1436.76	3258.46	3632.2
Zosma87g00220	202.09	259.413	195.93	218.99	298.402	236.723
Zosma87g00260	359.951	228.377	510.781	351.553	284.607	243.391
Zosma87g00270	96.622	125.9	100.585	124.766	138.673	148.035
Zosma87g00280	181.676	244.187	196.454	206.643	185.866	236.723
Zosma87g00290	48.9914	58.5581	64.9609	59.1337	43.5623	119.362
Zosma87g00300	2392.41	3176.78	2413.51	2319.86	3881.4	3373.47
Zosma87g00310	180.996	153.422	225.791	178.701	188.044	140.7
Zosma87g00320	14.9696	36.8916	14.6686	14.9459	56.631	34.6749
Zosma87g00340	494.677	673.419	514.448	602.384	647.626	594.142
Zosma87g00380	1428.24	48.0177	58.6743	1.94946	34.8498	27.3398
Zosma87g00400	44.9088	81.9814	64.437	71.4804	79.1381	73.3508
Zosma87g00430	136.087	158.693	110.014	106.571	146.66	148.035
Zosma87g00460	4.76305	20.4954	8.38205	3.24911	49.3706	4.66778
Zosma87g00500	223.183	87.8372	150.877	115.668	77.6861	106.025
Zosma87g00510	27.2175	67.3419	44.0057	59.1337	65.3434	36.6754
Zosma87g00530	262.648	231.89	250.414	256.03	197.482	174.041
Zosma87g00550	172.831	148.738	169.213	150.109	215.633	146.035
Zosma87g00560	684.519	624.815	677.374	647.872	645.448	696.166
Zosma87g00570	67.3632	77.8823	48.1968	39.6391	24.6853	92.6887
Zosma87g00590	99.3437	67.3419	11.5253	12.9964	21.7811	11.336
Zosma87g00600	2604.71	3703.8	3014.92	3228.96	5232.56	3648.87
Zosma87g00620	272.855	238.917	237.317	207.943	187.318	280.067
Zosma87g00630	146.974	156.936	161.878	119.567	97.2891	168.707
Zosma87g00640	64.6414	91.3507	85.3921	94.2241	98.0151	92.0219
Zosma87g00670	142.211	271.71	154.544	215.741	278.799	310.074
Zosma87g00680	212.977	223.107	197.502	183.899	217.811	211.384
Zosma87g00710	99.3437	128.828	116.301	122.166	137.947	114.027
Zosma87g00720	180.996	13.4684	4.7149	11.6968	6.53434	3.33413
Zosma87g00730	323.207	438.601	359.38	332.059	691.188	530.126
Zosma87g00740	683.838	675.761	701.472	747.944	654.16	651.489
Zosma87g00750	223.864	162.792	297.563	277.474	188.77	164.706
Zosma87g00760	259.927	289.277	300.182	391.842	285.333	358.085
Zosma87g00790	122.479	115.945	127.826	164.405	159.728	108.693
Zosma87g00810	66.6828	2.92791	1.04776	3.89893	3.63019	0.666826
Zosma87g00820	332.733	406.394	328.471	379.496	325.991	416.766
Zosma87g00830	129.283	206.71	103.728	26.6427	159.002	230.055
Zosma87g00910	570.206	707.382	588.839	716.103	803.724	752.179
Zosma87g00920	72.1262	114.774	71.7713	100.072	92.9329	110.026
Zosma87g00930	227.266	182.701	232.602	241.084	139.399	278.733
Zosma87g00940	117.035	228.377	110.538	125.416	274.442	218.052
Zosma87g00970	432.757	324.998	409.672	413.286	293.319	330.079
Zosma87g00980	198.687	127.071	152.972	89.0255	134.317	158.704
Zosma87g00990	6.12393	40.9907	2.09551	12.9964	32.6717	62.0148
Zosma87g01000	0.680436	43.333	9.95368	7.79786	26.8634	99.357
Zosma87g01010	53.7545	70.2698	28.8133	54.585	46.4664	89.3546
Zosma87g01020	53.7545	38.6484	63.3892	38.3395	56.631	81.3527
Zosma87g01030	34.0218	35.7205	29.861	27.2925	70.4257	72.684
Zosma87g01070	161.944	134.098	123.635	119.567	102.371	158.038
Zosma87g01090	72.8067	66.7563	91.1547	84.4768	50.0966	60.6811
Zosma88g00010	162.624	100.134	159.259	159.206	100.193	96.6897
Zosma88g00020	449.088	341.394	573.646	469.171	244.675	282.734
Zosma88g00030	127.922	87.8372	148.257	90.3252	47.9185	88.021
Zosma88g00060	294.629	188.557	373.525	348.304	232.332	122.696
Zosma88g00090	203.45	308.016	216.885	257.979	359.389	280.067
Zosma88g00110	594.021	961.525	524.402	708.955	948.206	940.891
Zosma88g00130	212.977	556.888	224.22	299.568	580.104	850.203
Zosma88g00140	525.297	83.1526	249.89	156.607	105.276	105.358
Zosma88g00160	80.2915	162.792	103.204	107.87	201.113	160.038
Zosma88g00170	188.481	175.089	242.555	140.361	197.482	171.374
Zosma88g00180	811.761	844.408	821.964	830.472	834.218	812.86
Zosma88g00190	415.747	503.014	437.438	500.362	511.131	484.782
Zosma88g00200	76.2089	92.5219	62.8653	98.123	78.4121	101.357
Zosma88g00210	119.076	117.116	137.78	115.018	78.4121	106.692
Zosma88g00230	681.797	625.401	617.128	650.471	667.955	627.483
Zosma88g00240	250.401	254.142	224.744	185.849	291.141	291.403
Zosma88g00260	1021.33	151.666	218.457	200.795	227.25	116.694
Zosma88g00270	95.9415	54.4591	52.9117	86.4262	107.454	60.6811
Zosma88g00280	1028.82	995.488	1078.66	956.537	799.368	817.528
Zosma88g00290	870.958	965.038	917.834	805.779	770.326	836.199
Zosma88g00300	2052.88	327.926	1437.52	757.042	283.155	493.451
Zosma88g00310	144.933	119.459	115.777	92.2746	127.057	154.037
Zosma88g00320	723.304	590.852	734.477	934.443	580.104	518.79
Zosma88g00340	50.3523	98.3777	49.7684	48.7366	58.083	156.704
Zosma88g00350	229.987	317.385	257.224	262.528	326.717	279.4
Zosma88g00360	1185.32	804.003	1017.89	779.786	825.505	1276.3
Zosma88g00370	117.715	151.666	134.113	119.567	107.454	199.381
Zosma88g00380	103.426	169.819	132.017	180.65	134.317	114.694
Zosma88g00390	421.871	327.34	386.098	358.701	326.717	348.083
Zosma88g00400	138.809	166.305	157.163	139.062	185.14	173.375
Zosma88g00430	660.023	701.527	832.966	946.14	785.573	745.511
Zosma88g00440	56.4762	89.594	26.1939	82.5273	27.5894	98.0234
Zosma88g00450	128.602	89.594	116.301	97.4732	114.714	111.36
Zosma88g00460	87.0958	108.333	109.49	111.119	151.742	103.358
Zosma88g00470	46.2697	79.6391	54.4833	66.9316	108.18	97.3565
Zosma88g00480	202.77	185.629	226.839	226.138	280.977	244.725
Zosma88g00490	955.333	719.68	944.028	909.75	583.009	679.495
Zosma88g00520	423.912	688.644	774.815	576.392	1248.79	632.817
Zosma88g00550	166.026	267.611	212.171	251.481	336.156	253.394
Zosma88g00570	1072.37	1103.82	1028.9	1085.2	1413.6	1154.94
Zosma88g00580	114.994	192.071	221.6	128.665	99.4672	52.6792
Zosma88g00590	1910.67	1555.3	1874.96	2031.99	1742.49	1749.75
Zosma88g00600	1345.22	1192.24	1296.07	1102.1	928.603	1214.29
Zosma88g00630	226.585	233.647	235.745	250.181	193.852	238.724
Zosma88g00640	502.842	137.026	39.8147	9.74732	32.6717	122.029
Zosma88g00650	290.546	138.197	276.084	200.145	200.387	136.032
Zosma88g00660	6583.9	2381.56	5556.25	3585.06	3175.69	1902.45
Zosma88g00670	97.9828	86.6661	101.108	102.672	122.7	80.6859
Zosma88g00690	679.075	781.751	819.869	841.519	763.066	652.155
Zosma88g00700	276.257	359.547	316.422	377.546	403.677	348.75
Zosma88g00710	427.994	277.566	187.548	168.954	178.605	114.694
Zosma88g00720	514.41	731.391	597.745	745.995	869.068	652.822
Zosma88g00730	121.798	91.9363	140.399	310.615	92.9329	120.695
Zosma88g00740	155.82	138.783	151.401	148.159	130.687	122.696
Zosma88g00750	247.679	316.8	267.178	283.322	193.126	327.411
Zosma88g00760	204.811	277.566	206.932	220.289	253.387	250.06
Zosma88g00770	257.885	190.9	252.509	229.387	204.743	152.703
Zosma89g00010	63.961	81.3958	86.4398	59.1337	213.455	159.371
Zosma89g00020	102.746	117.702	131.493	163.105	196.03	109.359
Zosma89g00040	1252	2210.57	2178.81	1542.68	2926.66	1925.79
Zosma89g00070	89.8176	27.5223	142.495	43.538	34.8498	25.3394
Zosma89g00080	209.574	310.944	258.272	280.723	455.226	373.422
Zosma89g00090	587.897	736.661	552.167	623.829	652.708	793.522
Zosma89g00100	385.127	769.454	501.351	707.656	885.766	674.161
Zosma89g00110	133.366	365.988	170.784	239.784	335.43	276.733
Zosma89g00120	168.068	122.972	146.162	141.011	126.331	144.034
Zosma89g00130	690.643	729.049	679.47	858.414	583.735	714.17
Zosma89g00140	202.09	145.81	215.314	180.001	153.194	165.373
Zosma89g00150	306.877	208.467	293.895	237.185	216.359	222.72
Zosma89g00160	361.992	88.4228	209.551	236.535	119.07	285.401
Zosma89g00180	146.294	124.729	185.453	183.25	128.509	46.6778
Zosma89g00210	304.835	298.061	320.613	316.463	362.293	271.398
Zosma89g00220	386.488	353.106	413.863	424.983	469.021	322.744
Zosma89g00230	55.1153	85.4949	42.4341	40.2889	95.111	72.684
Zosma89g00240	569.525	580.311	622.367	569.893	506.775	647.488
Zosma89g00260	88.4567	100.72	58.6743	65.632	63.8914	112.694
Zosma89g00270	128.602	199.098	123.635	154.008	171.345	176.709
Zosma89g00280	288.505	267.611	287.085	343.756	376.814	284.068
Zosma89g00300	239.514	198.512	260.891	252.781	148.838	201.381
Zosma89g00310	712.417	504.771	814.106	599.785	668.681	536.128
Zosma89g00360	44.2284	76.7112	33.5282	15.5957	92.9329	176.042
Zosma89g00380	190.522	169.233	209.027	250.831	219.263	202.048
Zosma89g00400	877.763	854.363	813.582	1113.14	738.381	822.863
Zosma89g00410	189.161	93.693	77.5339	97.4732	71.1517	86.0205
Zosma89g00420	59.198	4.09907	1.04776	1.94946	4.35623	1.33365
Zosma89g00430	327.97	321.484	331.615	352.203	321.635	390.76
Zosma89g00440	10.2065	47.4321	39.8147	155.307	63.1653	21.3384
Zosma89g00450	38.7849	48.6033	39.2908	27.9423	47.1925	63.3484
Zosma89g00470	603.547	743.103	646.989	720.002	1074.54	925.554
Zosma89g00480	396.014	847.336	452.63	297.618	1274.2	1329.65
Zosma89g00490	85.0545	104.233	66.5325	77.9786	53.0008	92.6887
Zosma89g00500	303.475	536.393	364.095	506.211	673.037	672.16
Zosma89g00510	323.207	596.122	388.193	529.604	742.737	682.163
Zosma89g00520	119.757	104.819	106.871	82.5273	140.125	137.366
Zosma89g00530	15.65	38.6484	28.2894	20.1445	34.8498	44.6773
Zosma89g00540	342.94	254.728	370.906	280.073	270.812	275.399
Zosma89g00570	124.52	199.683	147.734	165.055	287.511	175.375
Zosma89g00580	244.277	346.664	191.215	52.6355	211.277	314.075
Zosma89g00590	511.688	499.501	670.564	742.096	236.688	435.437
Zosma89g00670	85.0545	55.6302	33.5282	38.3395	42.1102	52.6792
Zosma89g00680	85.0545	32.207	15.1925	14.2961	26.1374	21.3384
Zosma89g00690	353.827	335.538	413.34	380.795	265.73	361.419
Zosma89g00700	223.864	360.718	188.596	443.178	254.839	214.051
Zosma89g00710	529.379	600.807	514.972	724.551	389.882	394.094
Zosma89g00720	57.8371	48.6033	56.0549	175.452	63.1653	51.3456
Zosma89g00730	599.464	730.806	650.132	954.588	1102.85	906.216
Zosma89g00740	611.032	340.808	332.139	387.943	471.199	270.731
Zosma89g00760	8.16524	39.234	10.4776	18.8448	47.1925	26.673
Zosma89g00770	10.2065	25.18	12.0492	7.14804	21.0551	44.0105
Zosma89g00780	33.3414	1.17116	1.04776	3.24911	0	1.33365
Zosma89g00790	36.0631	1.75674	1.04776	7.79786	6.53434	3.33413
Zosma89g00800	481.749	506.528	494.541	692.71	664.325	683.496
Zosma89g00830	211.616	211.395	181.786	215.741	216.359	273.398
Zosma89g00840	387.168	129.414	261.939	243.683	162.633	196.047
Zosma89g00860	601.506	593.194	617.128	565.345	563.406	480.114
Zosma89g00870	147.655	144.053	151.401	152.058	105.276	142.701
Zosma89g00890	1761.65	986.119	2129.56	1603.11	954.014	1064.92
Zosma89g00900	336.136	495.402	377.716	454.875	590.269	388.092
Zosma89g00910	386.488	305.674	344.188	508.16	325.991	297.404
Zosma89g00920	926.074	787.021	969.698	805.779	626.571	716.837
Zosma89g00930	272.175	355.448	327.948	333.358	384.8	346.749
Zosma89g00950	290.546	327.926	261.939	360.001	390.608	362.086
Zosma89g00960	22.4544	711.481	34.0521	421.084	964.179	630.15
Zosma89g00990	1880.73	760.085	2084.51	1833.8	1024.44	674.827
Zosma89g01000	70.7654	78.4679	52.3878	51.9857	102.371	84.02
Zosma89g01010	197.327	175.089	169.213	150.109	177.153	202.048
Zosma89g01020	169.429	200.269	159.259	180.001	204.017	181.377
Zosma89g01030	194.605	148.152	159.783	143.611	121.248	177.376
Zosma89g01050	721.943	615.446	750.717	462.023	866.889	854.203
Zosma89g01060	457.934	337.881	451.059	484.117	456.678	442.772
Zosma89g01070	485.832	233.061	484.063	417.835	347.772	266.73
Zosma89g01080	375.601	638.284	437.438	597.836	665.051	517.457
Zosma89g01090	285.103	264.683	194.883	206.643	300.58	432.103
Zosma89g01100	1124.76	490.717	1122.67	842.818	550.337	524.792
Zosma89g01110	169.429	47.4321	77.01	14.2961	23.9593	139.367
Zosma89g01130	259.246	140.54	255.129	289.171	205.469	149.369
Zosma89g01140	189.842	216.665	198.55	204.044	177.153	232.722
Zosma89g01150	131.324	551.618	169.736	110.47	451.596	368.088
