tracking_id	vegetative_0	vegetative_1	vegetative_5	vegetative_4	vegetative_3	vegetative_2
Zosma178g00120	60.9369	727.164	194.847	1099.36	110.712	486.56
Zosma178g00130	8.50282	850.677	7.25011	870.665	3.98962	7.92074
Zosma178g00140	698.649	241.808	686.948	355.649	862.756	287.41
Zosma178g00150	511.586	267.322	558.258	323.236	542.589	459.403
Zosma178g00160	15.5885	77.7033	21.7503	42.3178	9.97406	6.78921
Zosma178g00180	5566.51	92.78	3386.71	451.089	8711.35	1261.66
Zosma178g00190	939.562	975.93	920.764	822.945	841.811	870.15
Zosma178g00200	674.557	467.379	413.256	269.213	700.179	207.071
Zosma178g00210	3803.6	730.643	3525.37	2245.54	2659.08	7137.72
Zosma178g00220	72.274	246.447	55.2821	308.83	96.7484	80.339
Zosma178g00230	1164.89	420.989	977.858	533.924	1683.62	353.039
Zosma178g00240	443.564	1752.96	317.192	3006.36	325.154	2850.34
Zosma178g00250	58.1026	94.5197	39.8756	171.072	38.8988	348.513
Zosma178g00260	846.031	376.919	730.448	812.141	1028.33	1513.99
Zosma178g00270	4.25141	69.585	9.06264	87.3367	3.98962	47.5245
Zosma178g00300	14.1714	283.559	14.5002	935.493	4.98703	293.067
Zosma178g00310	785.094	5057.67	677.885	16361.7	561.54	3274.66
Zosma178g00330	46.7655	793.269	55.2821	2368.89	74.8055	1017.25
Zosma178g00340	355.701	230.79	506.601	274.615	380.012	319.093
Zosma178g00350	1.41714	105.537	0.906264	1.80076	0	1.13153
Zosma178g00360	137.462	851.257	98.7827	916.585	68.821	200.282
Zosma178g00370	4.25141	63.7863	6.34385	37.8159	27.9274	1.13153
Zosma178g00410	143.131	371.12	236.535	410.572	153.601	167.467
Zosma178g00440	11.3371	47.5498	21.7503	16.2068	12.9663	27.1568
Zosma178g00450	2047.76	542.183	1979.28	1183.1	1907.04	2275.52
Zosma178g00460	1071.36	331.109	916.232	294.424	1090.16	329.277
Zosma178g00470	317.439	175.702	308.13	225.094	365.051	340.592
Zosma178g00480	123.291	2.89938	74.3136	10.8045	223.419	18.1046
Zosma178g00500	867.288	367.061	1571.46	655.475	1031.32	1834.22
Zosma178g00520	35.4284	78.2832	36.2505	41.4174	41.8911	18.1046
Zosma178g00530	233.828	184.4	187.597	307.929	164.572	302.12
Zosma178g00540	179.976	142.649	215.691	135.957	229.403	210.465
Zosma178g00550	42.5141	63.2064	47.1257	77.4325	61.8392	59.9713
Zosma179g00010	4.25141	45.2303	6.34385	42.3178	5.98444	13.5784
Zosma179g00040	8.50282	54.5083	0.906264	2.70113	6.98184	0
Zosma179g00050	211.153	4427.35	209.347	1012.02	102.733	186.703
Zosma179g00060	4.25141	1150.47	7.25011	2175.31	16.9559	195.755
Zosma179g00070	48.1827	73.0643	61.6259	34.2144	67.8236	24.8938
Zosma179g00080	137.462	171.063	150.44	107.145	118.691	62.2344
Zosma179g00090	1.41714	37.112	8.15637	9.90416	0	2.26307
Zosma179g00100	137.462	88.7209	77.9387	145.861	231.398	128.995
Zosma179g00110	70.8569	139.17	35.3443	57.6242	45.8807	15.8415
Zosma179g00130	1296.68	1089.01	1050.36	1454.11	1316.58	1340.87
Zosma179g00160	996.247	169.324	1248.83	532.123	1211.85	999.145
Zosma179g00180	26.9256	134.531	38.0631	106.245	25.9326	20.3676
Zosma179g00190	43.9312	236.009	29.9067	146.762	21.9429	21.4992
Zosma179g00200	55.2683	118.295	46.2194	50.4212	42.8885	30.5514
Zosma179g00230	1030.26	993.906	872.732	1409.99	852.782	1396.31
Zosma179g00240	31.177	259.784	23.5629	121.551	16.9559	26.0253
Zosma179g00250	19.8399	131.632	14.5002	37.8159	11.9689	5.65767
Zosma179g00290	1622.62	705.708	1703.78	800.436	1674.64	1558.12
Zosma179g00320	412.387	159.466	475.788	301.627	404.947	623.476
Zosma179g00330	3732.74	1933.88	2382.57	1917.8	3764.21	2569.72
Zosma179g00340	452.067	166.424	483.945	274.615	433.872	676.658
Zosma179g00350	293.347	192.519	203.003	168.371	308.199	209.334
Zosma179g00370	661.803	367.641	664.291	434.883	761.021	553.32
Zosma17g00010	0	140.91	0.906264	969.707	0.997406	1552.47
Zosma17g00070	31.177	0.579875	172.19	18.9079	27.9274	31.683
Zosma17g00100	266.422	145.549	249.222	144.961	331.139	153.889
Zosma17g00120	461.987	1583.64	941.608	3749.17	533.612	4608.74
Zosma17g00140	5190.97	4316.59	4843.07	4750.39	5302.21	6349.04
Zosma17g00150	500.249	270.222	444.975	576.242	508.677	898.439
Zosma17g00180	12023	5414.3	13303.9	9908.66	12697	10272.1
Zosma17g00200	633.46	824.003	597.228	1132.68	788.948	1309.19
Zosma17g00220	1330.69	460.421	1130.11	1124.57	1365.45	1035.35
Zosma17g00230	684.477	314.872	621.697	370.956	549.571	1089.67
Zosma17g00240	1242.83	526.527	1084.8	813.942	1198.88	1365.76
Zosma17g00270	724.157	1210.2	921.67	1548.65	647.317	1090.8
Zosma17g00280	776.591	382.718	702.354	467.296	796.928	973.12
Zosma17g00290	96.3653	34.2126	88.8138	28.8121	90.764	78.0759
Zosma17g00300	276.342	60.8869	373.381	179.175	342.11	436.772
Zosma17g00310	63.7712	161.785	98.7827	114.348	96.7484	76.9444
Zosma17g00330	59.5198	38.8516	69.7823	113.448	20.9455	573.688
Zosma17g00340	1507.83	1224.7	737.699	2431.02	1236.78	1576.23
Zosma17g00350	65.1883	140.91	30.813	241.301	33.9118	205.939
Zosma17g00360	0	284.719	0.906264	43.2181	0	1.13153
Zosma17g00370	2.83427	57.9875	2.71879	36.0151	5.98444	13.5784
Zosma17g00380	656.134	329.369	500.258	345.745	545.581	690.236
Zosma17g00400	1057.18	528.266	1063.95	545.629	1121.08	815.836
Zosma17g00410	18.4228	269.062	26.2816	179.175	16.9559	29.4199
Zosma17g00420	41.097	111.336	50.7508	336.741	42.8885	426.589
Zosma17g00440	0	88.7209	6.34385	4.50189	0.997406	5.65767
Zosma17g00450	10885	3821.96	10237.2	5452.69	13365.2	11588
Zosma17g00460	1.41714	523.627	1.81253	172.873	0	0
Zosma17g00470	1078.44	1318.64	1095.67	1312.75	1057.25	1003.67
Zosma17g00480	467.655	85.8215	377.912	252.106	785.956	401.695
Zosma17g00490	4.25141	112.496	2.71879	19.8083	0	15.8415
Zosma17g00500	1701.98	1630.03	1656.65	1985.33	1297.63	1736.91
Zosma17g00510	0	398.954	0	5.40227	0	0
Zosma17g00530	355.701	2037.1	384.256	357.45	383.004	149.363
Zosma17g00550	63.7712	97.419	60.7197	57.6242	56.8522	35.0776
Zosma17g00560	1035.93	1033.34	1107.45	1101.16	1139.04	1007.07
Zosma17g00570	188.479	116.555	232.91	138.658	265.31	175.388
Zosma17g00580	209.736	178.602	115.095	179.175	144.624	143.705
Zosma17g00590	987.745	173.383	937.983	452.89	841.811	815.836
Zosma17g00610	215.405	131.632	238.347	203.485	207.46	308.909
Zosma17g00620	403.884	675.555	399.662	406.07	415.918	407.352
Zosma17g00630	576.775	629.745	523.82	693.291	641.332	775.101
Zosma17g00640	2.83427	1839.36	34.438	3832.91	1.99481	4493.32
Zosma17g00650	581.026	397.794	683.323	486.204	716.138	532.953
Zosma17g00670	2559.35	629.165	2842.95	1488.32	2736.88	2241.57
Zosma17g00680	1062.85	88.141	1100.2	205.286	1383.4	579.346
Zosma17g00690	756.751	110.176	550.102	107.145	582.485	190.098
Zosma17g00700	1065.69	255.145	640.728	118.85	711.151	167.467
Zosma17g00730	643.38	102.638	761.261	176.474	632.356	366.617
Zosma17g00740	1812.52	551.461	2047.25	1025.53	1827.25	2019.79
Zosma17g00750	1713.32	265.583	686.042	580.744	4153.2	349.644
Zosma17g00760	768.088	59.7271	696.01	162.968	671.254	320.224
Zosma17g00770	11.3371	130.472	13.594	128.754	39.8962	46.3929
Zosma17g00780	457.735	270.802	666.104	464.595	589.467	1305.79
Zosma17g00790	0	91.6203	1.81253	27.9117	0	38.4722
Zosma17g00800	344.364	519.568	442.257	520.418	493.716	734.366
Zosma17g00810	1152.13	189.039	1696.53	576.242	2226.21	2209.89
Zosma17g00820	0	62.0467	0.906264	23.4098	0.997406	1.13153
Zosma17g00830	62.354	38.8516	56.1883	48.6204	39.8962	122.206
Zosma17g00840	86.4454	145.549	82.47	79.2333	87.7717	48.656
Zosma17g00850	48.1827	96.8392	54.3758	92.7389	63.834	82.602
Zosma17g00860	55.2683	208.755	74.3136	241.301	42.8885	113.153
Zosma17g00870	0	139.17	1.81253	161.168	8.97666	70.1551
Zosma17g00880	1431.31	316.032	2690.7	1404.59	2614.2	2497.3
Zosma17g00900	690.146	566.538	669.729	566.338	786.953	674.395
Zosma17g00910	63.7712	314.872	51.657	146.762	69.8184	79.2074
Zosma17g00930	92.1139	82.3423	81.5637	189.98	104.728	130.126
Zosma17g00940	247.999	380.398	178.534	487.104	307.201	221.781
Zosma17g00950	165.805	41.751	161.315	63.9268	218.432	71.2867
Zosma17g00960	0	79.4429	2.71879	0.900378	4.98703	1.13153
Zosma17g00970	48.1827	114.815	32.6255	72.9306	81.7873	79.2074
Zosma17g00980	106.285	124.093	114.189	108.045	141.632	382.459
Zosma17g01010	1.41714	1142.93	5.43758	3385.42	4.98703	81.4705
Zosma17g01030	2.83427	1358.65	3.62505	2563.38	5.98444	52.0506
Zosma17g01050	4536.26	104.957	5069.64	3374.62	8339.31	21197
Zosma17g01070	145.965	338.647	442.257	23.4098	376.022	29.4199
Zosma17g01100	123.291	1378.94	156.784	1665.7	113.704	488.823
Zosma17g01110	599.449	534.065	582.727	491.606	591.462	532.953
Zosma17g01120	0	57.9875	0	5.40227	0	3.3946
Zosma17g01130	85.0282	332.269	38.0631	419.576	44.8833	234.228
Zosma17g01140	208.319	339.227	212.066	352.948	173.549	303.251
Zosma17g01150	337.279	160.046	357.974	217.891	391.981	334.934
Zosma17g01160	473.324	453.462	445.882	385.362	493.716	358.696
Zosma17g01180	1011.84	112.496	2119.75	356.55	1694.59	2553.87
Zosma17g01190	75.1083	10.4378	385.162	14.406	19.9481	57.7083
Zosma17g01200	4.25141	88.141	10.8752	26.111	10.9715	20.3676
Zosma17g01210	0	171.063	0	0	0	0
Zosma17g01220	1089.78	2144.38	1177.24	1801.66	1191.9	1129.27
Zosma17g01240	123.291	80.6027	116.908	61.2257	89.7666	48.656
Zosma17g01250	136.045	79.4429	231.097	113.448	145.621	182.177
Zosma17g01260	42.5141	27.834	67.9698	34.2144	45.8807	74.6813
Zosma17g01280	155.885	499.273	329.88	607.755	201.476	957.278
Zosma17g01290	2633.04	3240.34	4585.69	3059.48	1902.05	2885.41
Zosma180g00010	18269.7	6660.45	15970.2	12612.5	11902	20736.5
Zosma180g00030	68.0226	292.837	60.7197	207.087	85.7769	87.1282
Zosma180g00050	0	74.224	4.53132	16.2068	1.99481	11.3153
Zosma180g00060	1880.54	643.082	2174.13	1612.58	2424.69	3858.53
Zosma180g00080	66.6054	47.5498	95.1577	208.888	344.105	64.4975
Zosma180g00100	102.034	52.1888	87.0013	78.3329	140.634	114.285
Zosma180g00130	245.165	107.277	323.536	230.497	265.31	171.993
Zosma180g00140	53.8512	8.11825	59.8134	10.8045	54.8573	27.1568
Zosma180g00150	2.83427	317.192	0.906264	31.5132	0.997406	0
Zosma180g00160	748.248	250.506	338.943	135.957	765.011	239.885
Zosma180g00170	8.50282	46.9699	19.9378	416.875	13.9637	16.973
Zosma180g00180	172.891	200.057	222.035	212.489	188.51	178.782
Zosma180g00190	352.867	309.653	241.972	343.044	386.994	227.438
Zosma180g00210	1077.02	424.469	469.445	69.3291	1448.23	164.073
Zosma180g00220	666.054	698.17	702.354	885.071	637.343	988.961
Zosma180g00240	1.41714	51.6089	1.81253	2.70113	0.997406	1.13153
Zosma180g00250	785.094	380.978	748.574	461.894	830.839	758.128
Zosma180g00260	8.50282	102.638	4.53132	93.6393	0	13.5784
Zosma180g00280	48.1827	5.79875	40.7819	112.547	54.8573	96.1804
Zosma180g00290	24.0913	0.579875	48.9382	7.20302	46.8781	91.6543
Zosma181g00010	59.5198	16.8164	47.1257	50.4212	87.7717	16.973
Zosma181g00020	279.176	296.316	188.503	329.538	231.398	217.255
Zosma181g00050	48.1827	70.1649	41.6881	106.245	46.8781	29.4199
Zosma181g00080	17.0056	96.2593	12.6877	34.2144	6.98184	16.973
Zosma181g00090	2.83427	37.6919	3.62505	23.4098	2.99222	13.5784
Zosma181g00100	208.319	208.175	269.16	244.903	232.396	141.442
Zosma181g00140	212.571	26.6743	186.69	93.6393	225.414	109.759
Zosma181g00150	1376.04	256.885	1008.67	507.813	1343.51	878.071
Zosma181g00160	308.936	11.5975	203.003	123.352	130.66	534.084
Zosma181g00170	116.205	37.112	144.096	49.5208	124.676	108.627
Zosma181g00180	586.695	710.347	436.819	596.05	353.082	184.44
Zosma181g00190	226.742	269.062	202.097	215.19	208.458	89.3912
Zosma181g00200	11.3371	115.975	7.25011	40.517	6.98184	3.3946
Zosma181g00210	145.965	125.833	131.408	148.562	109.715	81.4705
Zosma181g00220	269.256	469.119	230.191	537.526	293.237	389.248
Zosma181g00240	28.3427	77.7033	47.1257	110.746	36.904	574.82
Zosma181g00250	5361.03	1348.21	5293.49	2174.41	5281.27	3486.26
Zosma181g00270	58.1026	197.158	52.5633	18.0076	17.9533	5.65767
Zosma181g00280	191.314	230.21	168.565	234.999	189.507	142.573
Zosma181g00320	208.319	59.7271	122.346	41.4174	143.626	142.573
Zosma181g00330	144.548	326.47	198.472	179.175	170.556	80.339
Zosma181g00340	119.04	170.483	145.002	180.076	154.598	165.204
Zosma181g00370	0	111.916	1.81253	9.00378	4.98703	1.13153
Zosma181g00380	918.305	522.468	1384.77	1220.91	1581.89	2842.42
Zosma181g00390	165.805	173.383	142.283	110.746	142.629	118.811
Zosma181g00400	55.2683	21.4554	72.5011	56.7238	43.8859	63.3659
Zosma181g00430	850.282	699.909	986.015	615.858	853.78	1110.04
Zosma181g00450	889.962	237.169	968.796	387.162	989.427	826.02
Zosma181g00470	372.707	412.871	427.756	318.734	434.869	487.691
Zosma182g00010	188.479	175.122	171.284	145.861	160.582	195.755
Zosma182g00020	192.731	585.094	170.378	951.699	232.396	109.759
Zosma182g00030	58.1026	295.736	134.127	592.449	188.51	287.41
Zosma182g00040	461.987	152.507	812.012	497.009	694.195	895.044
Zosma182g00050	90.6968	60.8869	108.752	82.8348	107.72	92.7858
Zosma182g00060	1.41714	241.228	0	170.171	0	7.92074
Zosma182g00070	1436.98	800.228	1524.34	1312.75	1566.93	1570.57
Zosma182g00080	4.25141	67.2655	16.3127	32.4136	5.98444	10.1838
Zosma182g00090	685.894	592.053	667.01	661.778	683.223	816.968
Zosma182g00120	1203.15	434.327	1093.86	502.411	1241.77	738.892
Zosma182g00160	179.976	189.039	344.38	248.504	134.65	1342
Zosma182g00190	36.8456	938.818	33.5318	339.442	23.9377	50.9191
Zosma182g00210	7.08569	44.6504	8.15637	70.2295	4.98703	22.6307
Zosma182g00220	3779.5	353.144	4806.82	2481.44	6800.32	10072.9
Zosma182g00230	24.0913	56.2479	15.4065	52.2219	31.917	13.5784
Zosma182g00240	266.422	227.311	226.566	181.876	206.463	136.916
Zosma182g00250	681.643	632.064	746.761	954.401	798.922	1102.11
Zosma182g00260	107.702	140.33	169.471	97.2408	67.8236	235.359
Zosma182g00270	133.211	575.816	144.096	216.091	138.639	409.616
Zosma182g00290	613.62	708.608	499.351	453.79	712.148	571.425
Zosma182g00300	1296.68	1050.15	669.729	609.556	883.702	960.673
Zosma182g00310	651.883	67.8454	581.821	177.374	555.555	286.278
Zosma182g00320	72.274	23.195	58.9071	15.3064	76.8003	13.5784
Zosma182g00330	855.951	1965.78	932.545	2331.08	861.759	2085.42
Zosma182g00340	56.6855	583.354	64.3447	560.935	43.8859	20.3676
Zosma182g00360	168.639	147.868	189.409	96.3404	163.575	132.39
Zosma182g00370	939.562	409.392	652.51	601.452	864.751	465.061
Zosma182g00390	1154.97	175.122	1215.3	802.237	1186.91	3178.48
Zosma182g00400	20962.3	1326.17	14939.8	3958.96	25875.7	14341.1
Zosma182g00410	59.5198	33.0529	75.2199	12.6053	66.8262	30.5514
Zosma182g00420	263.587	89.8807	250.129	122.451	262.318	165.204
Zosma182g00430	325.942	281.239	312.661	320.535	370.038	368.88
Zosma182g00440	762.42	564.798	701.448	830.148	671.254	812.442
Zosma182g00450	204.068	46.9699	198.472	41.4174	217.435	108.627
Zosma182g00460	875.791	1496.08	1207.14	2321.17	775.982	4121.05
Zosma182g00470	286.262	484.196	243.785	342.144	411.929	355.302
Zosma182g00490	212.571	974.19	238.347	603.253	226.411	319.093
Zosma182g00500	75.1083	522.468	125.064	502.411	84.7795	247.806
Zosma182g00510	28.3427	682.513	82.47	825.647	51.8651	127.863
Zosma182g00520	2290.09	520.728	2554.76	1183.1	2492.52	2166.89
Zosma182g00540	381.21	226.731	374.287	362.852	411.929	548.794
Zosma182g00550	51.0169	9.85788	38.9693	18.9079	46.8781	33.946
Zosma182g00560	379.793	146.129	432.288	411.473	260.323	637.054
Zosma183g00010	28.3427	120.614	54.3758	65.7276	55.8547	31.683
Zosma183g00020	5.66855	220.353	12.6877	55.8234	3.98962	3.3946
Zosma183g00030	0	28.9938	0.906264	7.20302	1.99481	1.13153
Zosma183g00040	2256.08	697.01	2145.13	1751.23	2684.02	1670.15
Zosma183g00050	168.639	118.295	281.848	234.999	228.406	446.956
Zosma183g00070	4.25141	75.9637	4.53132	7.20302	2.99222	2.26307
Zosma183g00100	259.336	339.227	299.973	212.489	249.352	349.644
Zosma183g00120	3714.32	1068.71	4327.41	2232.94	4378.61	3291.63
Zosma183g00150	566.855	363.582	479.413	422.277	625.374	461.666
Zosma183g00160	4.25141	28.4139	2.71879	15.3064	6.98184	36.2091
Zosma183g00170	0	27.834	5.43758	11.7049	0.997406	49.7875
Zosma183g00210	24.0913	125.253	36.2505	56.7238	39.8962	22.6307
Zosma183g00220	46.7655	37.112	46.2194	54.0227	46.8781	74.6813
Zosma183g00260	386.878	1790.65	417.788	2205.03	434.869	764.917
Zosma183g00270	145.965	109.596	169.471	150.363	165.569	126.732
Zosma183g00280	8254.82	2542.75	9779.49	5097.04	6134.05	16983.2
Zosma183g00290	55.2683	111.916	49.8445	76.5321	50.8677	32.8145
Zosma183g00310	0	57.4076	0	18.0076	0	4.52614
Zosma183g00340	45.3484	24.3548	45.3132	24.3102	48.8729	14.71
Zosma183g00350	109.12	168.744	105.127	96.3404	112.707	71.2867
Zosma183g00360	65.1883	57.4076	39.8756	46.8196	59.8444	27.1568
Zosma183g00380	3334.52	1568.56	2469.57	1614.38	3062.04	2147.65
Zosma183g00390	164.388	440.125	116.908	1079.55	67.8236	500.138
Zosma183g00400	259.336	201.217	178.534	264.711	71.8132	465.061
Zosma183g00410	857.368	305.594	1132.83	619.46	852.782	1014.99
Zosma183g00420	7084.27	1029.28	6815.1	2271.65	6931.97	3133.22
Zosma183g00430	0	2091.03	0.906264	678.885	0.997406	10.1838
Zosma183g00440	381.21	259.784	562.79	460.093	430.879	837.336
Zosma183g00450	351.45	854.736	222.035	512.315	273.289	379.064
Zosma184g00010	55.2683	42.9108	10.8752	164.769	27.9274	50.9191
Zosma184g00030	175.725	167.584	7.25011	2.70113	190.505	12.4469
Zosma184g00070	1458.23	670.916	1780.81	847.256	1672.65	1828.56
Zosma184g00080	59.5198	115.975	53.4696	120.651	66.8262	50.9191
Zosma184g00140	83.6111	49.8693	79.7512	45.9193	66.8262	42.9983
Zosma184g00150	384.044	280.08	290.004	419.576	372.033	342.855
Zosma184g00160	719.906	602.49	718.667	715.8	816.876	793.206
Zosma184g00190	55.2683	416.93	47.1257	57.6242	24.9352	5.65767
Zosma184g00200	4.25141	71.9045	5.43758	19.8083	2.99222	0
Zosma184g00210	1625.46	791.53	1394.74	1138.98	1770.4	1184.72
Zosma184g00220	2635.87	1112.78	2495.85	1319.05	2822.66	1637.33
Zosma185g00010	973.573	320.671	711.417	451.089	944.544	797.732
Zosma185g00020	3226.82	1017.1	2991.58	1494.63	2592.26	3545.1
Zosma185g00050	598.032	390.256	651.604	676.184	645.322	763.786
Zosma185g00060	590.946	549.142	503.883	578.043	495.711	501.27
Zosma185g00070	116.205	47.5498	133.221	72.9306	122.681	93.9174
Zosma185g00080	1001.92	583.354	628.947	559.135	869.738	555.584
Zosma185g00120	2216.4	724.264	2096.19	1413.59	2541.39	879.202
Zosma185g00130	914.053	398.374	806.575	538.426	975.463	725.314
Zosma185g00140	327.359	168.164	233.816	295.324	495.711	193.492
Zosma185g00150	291.93	27.834	151.346	460.993	294.235	27.1568
Zosma185g00160	92.1139	1289.64	211.159	1319.05	160.582	467.324
Zosma185g00170	219.656	106.697	203.909	213.39	208.458	261.385
Zosma185g00180	284.845	1016.52	338.943	1682.81	488.729	2407.91
Zosma185g00190	17.0056	1128.44	5.43758	153.064	10.9715	104.101
Zosma185g00200	59.5198	122.934	67.9698	113.448	62.8366	49.7875
Zosma185g00220	70.8569	169.903	127.783	460.093	93.7562	992.356
Zosma185g00230	714.237	282.979	609.915	351.147	809.894	654.027
Zosma185g00240	851.699	492.894	1163.64	1308.25	1510.07	2200.83
Zosma185g00250	633.46	310.233	647.072	450.189	751.047	938.042
Zosma185g00260	100.617	110.176	55.2821	60.3253	68.821	22.6307
Zosma185g00270	3209.82	901.706	2885.54	1184.9	3393.18	2171.41
Zosma185g00280	42.5141	88.141	93.3452	79.2333	69.8184	41.8668
Zosma185g00290	80.7768	38.8516	95.1577	55.8234	104.728	73.5498
Zosma185g00300	663.22	171.643	816.543	394.366	671.254	948.226
Zosma185g00310	755.334	520.728	580.915	491.606	883.702	879.202
Zosma185g00320	19.8399	176.862	14.5002	72.0302	11.9689	6.78921
Zosma185g00330	2093.11	461.581	1895.9	960.703	1976.86	2294.75
Zosma185g00340	272.09	74.8039	412.35	157.566	218.432	693.631
Zosma185g00350	2077.52	586.254	2378.04	1453.21	2458.61	3765.75
Zosma185g00360	1343.45	1159.17	1380.24	421.377	664.273	328.145
Zosma185g00370	219.656	339.807	144.096	281.818	156.593	136.916
Zosma185g00380	79.3597	13.3371	205.722	27.0113	131.658	3.3946
Zosma185g00390	620.706	492.314	569.134	353.849	618.392	429.983
Zosma185g00400	92.1139	194.838	79.7512	81.034	98.7432	35.0776
Zosma185g00410	158.719	2025.5	109.658	1570.26	141.632	641.58
Zosma185g00450	5.66855	4.05913	10.8752	20.7087	33.9118	12.4469
Zosma185g00470	4.25141	85.8215	11.7814	20.7087	5.98444	12.4469
Zosma185g00480	18.4228	50.4491	12.6877	69.3291	8.97666	4.52614
Zosma185g00490	0	72.4844	0.906264	5.40227	0	16.973
Zosma185g00500	515.838	548.562	457.663	685.188	482.745	813.573
Zosma185g00510	1111.04	701.069	1298.68	1018.33	1399.36	1252.61
Zosma185g00520	5134.29	128.732	3629.59	499.71	4505.28	595.187
Zosma185g00530	53.8512	1620.75	53.4696	558.234	62.8366	13.5784
Zosma185g00540	1816.77	429.688	1757.25	906.681	1420.31	1352.18
Zosma185g00550	136.045	1521.59	329.88	2846.09	107.72	7924.14
Zosma185g00560	222.491	251.086	203.003	292.623	256.333	323.619
Zosma185g00570	69.4397	71.9045	80.6575	73.831	51.8651	88.2597
Zosma185g00580	19.8399	182.081	6.34385	23.4098	7.97925	15.8415
Zosma185g00600	314.604	645.981	470.351	1002.12	252.344	1340.87
Zosma185g00610	43.9312	354.884	34.438	108.045	24.9352	28.2884
Zosma185g00620	111.954	1247.89	120.533	735.609	55.8547	199.15
Zosma185g00640	12.7542	113.656	19.9378	75.6317	12.9663	20.3676
Zosma185g00650	4.25141	58.5674	0	53.1223	0.997406	5.65767
Zosma186g00010	123.291	298.056	106.033	130.555	81.7873	42.9983
Zosma186g00030	236.662	126.993	162.221	99.0416	198.484	123.337
Zosma186g00050	2105.87	1080.89	1914.93	912.083	1832.24	1245.82
Zosma186g00060	4.25141	215.714	23.5629	250.305	3.98962	480.902
Zosma186g00070	1119.54	654.679	1475.4	795.034	1139.04	1466.47
Zosma186g00090	639.129	237.749	812.012	587.046	747.057	863.361
Zosma186g00100	780.843	760.216	694.198	603.253	680.231	759.26
Zosma186g00110	1385.96	73.0643	1473.58	99.9419	3097.94	441.299
Zosma186g00120	0	106.117	0	44.1185	0	10.1838
Zosma186g00130	4848.03	234.849	4201.44	831.049	4100.34	1917.95
Zosma186g00140	12.7542	0	57.0946	3.60151	21.9429	16.973
Zosma186g00150	51.0169	151.927	267.348	216.091	174.546	527.295
Zosma186g00160	9.91996	179.761	9.06264	127.854	9.97406	3.3946
Zosma186g00170	143.131	73.6442	147.721	79.2333	154.598	158.415
Zosma186g00190	674.557	290.517	609.009	496.108	744.065	640.449
Zosma186g00210	602.283	441.285	591.79	564.537	593.457	655.159
Zosma186g00240	480.409	786.311	672.448	989.515	523.638	1544.54
Zosma186g00270	0	390.256	0	189.079	0.997406	3.3946
Zosma186g00280	15.5885	51.6089	17.219	12.6053	6.98184	0
Zosma187g00070	0	37.112	0	21.6091	0	0
Zosma187g00080	864.454	688.892	1162.74	1062.45	955.515	1810.46
Zosma187g00090	622.123	466.22	618.978	486.204	532.615	501.27
Zosma187g00110	131.794	65.5259	127.783	73.831	137.642	116.548
Zosma187g00120	403.884	198.317	346.193	174.673	354.079	225.175
Zosma187g00130	158.719	101.478	118.721	51.3215	153.601	31.683
Zosma187g00140	8.50282	65.5259	9.06264	27.9117	2.99222	22.6307
Zosma187g00160	0	129.892	0	0.900378	0	0
Zosma187g00180	262.17	128.732	266.441	180.976	295.232	184.44
Zosma187g00190	35.4284	69.585	35.3443	36.0151	42.8885	50.9191
Zosma187g00210	0	34.7925	0.906264	6.30265	2.99222	6.78921
Zosma187g00220	755.334	627.425	762.168	682.486	610.413	477.508
Zosma187g00240	209.736	278.34	200.284	217.891	200.479	168.599
Zosma187g00250	250.833	439.545	260.098	375.458	296.23	735.498
Zosma188g00050	738.328	434.906	886.326	667.18	848.793	1629.41
Zosma188g00060	4.25141	25.5145	0	72.9306	1.99481	1.13153
Zosma188g00090	1405.8	431.427	1063.05	553.732	1222.82	879.202
Zosma188g00100	636.295	1395.76	757.636	1110.17	619.389	1265.06
Zosma188g00110	351.45	453.462	374.287	325.937	290.245	262.516
Zosma188g00120	772.34	317.192	672.448	509.614	732.096	891.649
Zosma188g00130	1129.46	872.132	1339.46	1144.38	1158.99	2389.8
Zosma188g00140	539.929	291.677	403.287	570.84	417.913	496.744
Zosma188g00150	80.7768	128.732	93.3452	122.451	104.728	82.602
Zosma188g00170	111.954	149.608	101.502	127.854	118.691	70.1551
Zosma188g00180	303.267	322.991	253.754	317.833	241.372	237.622
Zosma188g00190	60.9369	91.6203	52.5633	40.517	63.834	36.2091
Zosma188g00200	671.723	826.902	594.509	420.476	771.992	399.432
Zosma188g00210	205.485	114.235	214.784	170.171	248.354	213.86
Zosma188g00220	444.981	702.809	520.195	564.537	440.854	407.352
Zosma188g00230	1084.11	531.746	1095.67	676.184	1067.22	570.293
Zosma189g00030	466.238	390.836	556.446	689.689	558.547	883.729
Zosma189g00050	0	34.2126	2.71879	1.80076	2.99222	0
Zosma189g00060	1546.1	1180.05	976.046	1206.51	1596.85	1266.19
Zosma189g00070	89.2796	151.347	106.033	170.171	103.73	106.364
Zosma189g00080	2166.8	910.984	3025.11	2331.08	2018.75	6584.4
Zosma189g00110	1964.15	691.211	1689.28	984.113	2007.78	896.175
Zosma189g00120	10085.8	4103.2	8612.22	6455.71	8413.12	5844.38
Zosma189g00130	620.706	305.014	724.105	623.061	833.832	554.452
Zosma189g00140	4.25141	233.11	2.71879	12.6053	3.98962	3.3946
Zosma189g00150	26.9256	490.574	35.3443	426.779	20.9455	41.8668
Zosma189g00170	97.7825	12.1774	144.096	274.615	105.725	346.25
